run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary,confidence_reason
2026-06-01,20260601-072833-c2587107,SQ-20260601-002,PRJ-20260601-0142,"JV / Partnership - Riverside / California - PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",California,Riverside,Alliance Residential,Apartment,95,100,85,95,97,94,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,5,Consistent,Confirmed,Immediate strategic review,"5 source file(s), 5 observation(s), latest stage Delivery / Opening, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-003,PRJ-20260601-0110,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,New York,Unknown,Mixed-Use Residential,95,100,70,95,100,92,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,9,Consistent,Confirmed,Immediate strategic review,"7 source file(s), 9 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-016,PRJ-20260601-0156,Refinancing - Sarasota / Florida - Benefit Street Partners Provides $82M Refi for Sarasota County Multifamily,Unknown,Sarasota,Crescent Communities,Multifamily,95,92,95,95,78,91,Institutional Grade,Strong Institutional Signal,Very Low,Stable,4,4,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 4 observation(s), latest stage Delivery / Opening, identity confidence 100",multi-source confirmation; some recurrence; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-001,PRJ-20260601-0055,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,Unknown,Senior Housing,95,100,80,75,100,90,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,26,Consistent,Confirmed,Immediate strategic review,"7 source file(s), 26 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-024,PRJ-20260601-0063,"Acquisition - Phoenix / Arizona - Wood Partners Sells 278-Unit Alta Rise Multifamily Community in Gilbert, Arizona",Unknown,Gilbert,Wood Partners,Apartment,95,92,85,95,76,89,Institutional Grade,Strong Institutional Signal,Very Low,Stable,4,4,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 4 observation(s), latest stage Delivery / Opening, identity confidence 100",multi-source confirmation; some recurrence; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-009,PRJ-20260601-0081,Modular / Construction Innovation - Los Angeles / California - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,Los Angeles / California,Los Angeles,Unknown,Affordable Housing,95,100,60,95,90,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,16,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 16 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80",multi-source confirmation; persistent observations; limited specificity
2026-06-01,20260601-072833-c2587107,SQ-20260601-013,PRJ-20260601-0045,Disposition / Exit - Atlanta / Georgia - Charlotte Apartment Project Fetches $107M,Unknown,Atlanta,Wood Partners,Apartment,95,100,95,60,84,88,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,5,5,Needs Review,Confirmed,Immediate strategic review,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-005,PRJ-20260601-0049,General Project Signal - Atlanta / Georgia - Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Unknown,Atlanta,Unknown,Mixed-Use Residential,65,100,80,75,99,84,High Confidence,Institutional Watch,Very Low,Persistent,3,15,Consistent,Confirmed,Add to executive watchlist,"3 source file(s), 15 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-008,PRJ-20260601-0046,General Project Signal - Atlanta / Georgia - Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Atlanta / Georgia,Atlanta,Unknown,Mixed-Use Residential,95,100,70,60,92,84,High Confidence,Institutional Watch,Very Low,Persistent,5,15,Needs Review,Confirmed,Add to executive watchlist,"5 source file(s), 15 observation(s), latest stage Unknown Stage, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-06-01,20260601-072833-c2587107,SQ-20260601-011,PRJ-20260601-0151,Entitlement / Permitting - Santa Monica / California - Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,Santa Monica / California,Santa Monica,Lincoln Property Company,Apartment,95,100,75,60,85,84,High Confidence,Institutional Watch,Very Low,Persistent,5,5,Needs Review,Confirmed,Add to executive watchlist,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
