run_date,run_id,run_timestamp,canonical_source_entity,canonical_target_entity,relationship_type,market,deal_type,first_seen_date,last_seen_date,repeat_interaction_count,relationship_persistence_score,partnership_stability_label,strategic_relationship_label,capital_alignment_label,relationship_momentum,current_run_signal_count
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Arizona,Acquisition / Buyer,Arizona,Acquisition,2026-05-22,2026-05-26,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Acquisition - Florida - Aventon to Build 270-Unit Port Richey Rental Community,Florida,Acquisition / Buyer,Florida,Acquisition,2026-05-29,2026-06-01,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,"Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut","Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut",Acquisition / Buyer,Other / Unknown,Acquisition,2026-05-29,2026-06-01,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Alliance Residential,California,JV / Partnership,California,JV / Partnership,2026-05-29,2026-06-01,14,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,2
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,AvalonBay,equity residential,Capital Flow,National,General Project Signal,2026-05-21,2026-05-27,10,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,AvalonBay,National,Market Expansion,National,General Project Signal,2026-05-21,2026-05-27,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,AvalonBay,Los Angeles,Pricing / Valuation Signal,National,General Project Signal,2026-05-21,2026-05-27,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,AvalonBay,New York,Market Expansion,New York,General Project Signal,2026-05-25,2026-05-26,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,BGO,Sun Belt,Acquisition / Buyer,Sun Belt,Acquisition,2026-05-20,2026-05-20,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,"BTR / Build-to-Rent - National - House Passes BTR-Friendly Housing Bill, But Senate Fight Looms",National,Market Expansion,National,BTR / Build-to-Rent,2026-05-20,2026-05-27,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,Innovation / Construction Strategy,Other / Unknown,BTR / Build-to-Rent,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,Blackstone,Capital Flow,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,Blackstone,JV / Partnership,New York,JV / Partnership,2026-05-19,2026-05-28,30,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,New York,JV / Partnership,New York,JV / Partnership,2026-05-19,2026-05-28,15,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,New York,Market Expansion,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,Houston,Market Expansion,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,Blackstone,Innovation / Construction Strategy,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,Sun Belt,Market Expansion,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,Blackstone,Pricing / Valuation Signal,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Blackstone,Blackstone,Capital Flow,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Brookfield,National,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Brookfield,Los Angeles,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-01,20260601-012139-c701e5e3,2026-06-01 01:21:39,Brookfield,Brookfield,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
