run_date,run_id,run_timestamp,source_name,source_category,platform_type,source_url,feed_status,entries_found,articles_saved,gp_related_articles,residential_sector_focus,source_priority,needs_manual_review,notes
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Blackstone Real Estate Source Expansion,Developer / GP Source Expansion,Institutional Capital Platform,https://www.blackstone.com/news/rss/,OK,10,3,0,General Residential,Critical Source,No,Source produced saved articles in this run.
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Blackstone Real Estate,Developer / GP Newsrooms,Other,https://www.blackstone.com/news/rss/,OK,10,3,2,General Residential,Critical Source,No,Source produced saved articles in this run.
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Hines Source Expansion,Developer / GP Source Expansion,Institutional Capital Platform,https://www.hines.com/news/feed,Failed,0,0,0,General Residential,High Priority Source,Yes,RSS parsing issue
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Berkadia Source Expansion,Developer / GP Source Expansion,Lender / Debt Platform,https://berkadia.com/feed/,Failed,0,0,0,General Residential,High Priority Source,Yes,RSS parsing issue
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Walker & Dunlop Source Expansion,Developer / GP Source Expansion,Lender / Debt Platform,https://www.walkerdunlop.com/insights/feed/,Failed,0,0,0,General Residential,High Priority Source,Yes,RSS parsing issue
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Berkadia Research,Brokerage / Debt / Research,Other,https://berkadia.com/feed/,Failed,0,0,0,General Residential,High Priority Source,Yes,RSS parsing issue
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Hines Newsroom,Developer / GP Newsrooms,Other,https://www.hines.com/news/feed,Failed,0,0,0,General Residential,High Priority Source,Yes,RSS parsing issue
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Walker & Dunlop Insights,Brokerage / Debt / Research,Other,https://www.walkerdunlop.com/insights/feed/,Failed,0,0,0,General Residential,High Priority Source,Yes,RSS parsing issue
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,NMHC News,Institutional Real Estate / Capital Markets,Other,https://www.nmhc.org/news/rss/,Failed,0,0,0,General Residential,Watch Source,Yes,RSS parsing issue
2026-05-26,20260526-230211-c37354de,2026-05-26 23:02:11,Urban Land Institute,Institutional Real Estate / Capital Markets,Other,https://urbanland.uli.org/feed/,Failed,0,0,0,General Residential,Watch Source,Yes,RSS parsing issue
