run_date,run_id,source_name,source_category,platform_type,source_url,fetch_status,entries_found,articles_saved,error_message,source_quality_label
2026-05-19,20260519-021700-3e3a74df,Multifamily Dive,Core Multifamily News,Other,https://www.multifamilydive.com/feeds/news/,OK,10,2,,Useful
2026-05-19,20260519-021700-3e3a74df,Multifamily Executive,Core Multifamily News,Other,https://www.multifamilyexecutive.com/rss.xml,OK,10,3,,High Value
2026-05-19,20260519-021700-3e3a74df,Yield PRO,Core Multifamily News,Other,https://yieldpro.com/feed/,OK,10,10,,High Value
2026-05-19,20260519-021700-3e3a74df,Multi-Housing News,Core Multifamily News,Other,https://www.multihousingnews.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-19,20260519-021700-3e3a74df,GlobeSt,Core Multifamily News,Other,https://www.globest.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-19,20260519-021700-3e3a74df,Bisnow,Core Multifamily News,Other,https://www.bisnow.com/rss,OK,30,2,,Useful
2026-05-19,20260519-021700-3e3a74df,Commercial Observer,Core Multifamily News,Other,https://commercialobserver.com/feed/,OK,17,3,,High Value
2026-05-19,20260519-021700-3e3a74df,Connect CRE,Core Multifamily News,Other,https://www.connectcre.com/feed/,OK,10,2,,Useful
2026-05-19,20260519-021700-3e3a74df,The Real Deal,Core Multifamily News,Other,https://therealdeal.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-19,20260519-021700-3e3a74df,NAHB Eye on Housing - Multifamily,Public Agency / Housing Data,Other,https://eyeonhousing.org/category/multifamily/feed/,OK,18,13,,High Value
2026-05-19,20260519-021700-3e3a74df,Construction Dive,Core Multifamily News,Other,https://www.constructiondive.com/feeds/news/,OK,10,0,,Watch
2026-05-19,20260519-021700-3e3a74df,HousingWire,Core Multifamily News,Other,https://www.housingwire.com/feed/,OK,10,0,,Watch
2026-05-19,20260519-021700-3e3a74df,Federal Reserve - Press Releases,Public Agency / Housing Data,Other,https://www.federalreserve.gov/feeds/press_all.xml,OK,20,0,,Watch
2026-05-19,20260519-021700-3e3a74df,PERE,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Urban Land Institute,Institutional Real Estate / Capital Markets,Other,https://urbanland.uli.org/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-19,20260519-021700-3e3a74df,NMHC News,Institutional Real Estate / Capital Markets,Other,https://www.nmhc.org/news/rss/,Failed,0,0,RSS parsing issue,Failing
2026-05-19,20260519-021700-3e3a74df,Freddie Mac Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Fannie Mae Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,MBA Commercial / Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Walker & Dunlop Insights,Brokerage / Debt / Research,Other,https://www.walkerdunlop.com/insights/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-19,20260519-021700-3e3a74df,Berkadia Research,Brokerage / Debt / Research,Other,https://berkadia.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-19,20260519-021700-3e3a74df,CBRE Multifamily / Living Sector,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,JLL Living / Multifamily,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Cushman & Wakefield Multifamily,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Marcus & Millichap Research,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Greystar Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Kennedy Wilson Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Related Companies Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-19,20260519-021700-3e3a74df,Related California Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
